tweet_text,cyberbullying_type
supposed beginning oh see statement actually nationalism,not_cyberbullying
think password work provider easily nope,not_cyberbullying
ca bulling hah,not_cyberbullying
mal plan bully e de te de,not_cyberbullying
idea,not_cyberbullying
bully ever happy face,not_cyberbullying
obvious care,not_cyberbullying
bar lived bar far,not_cyberbullying
give half sweatshop labor derail bye,not_cyberbullying
like line,not_cyberbullying
gay teen sue school district bullying policy undecided uneasy hesitant via,not_cyberbullying
eu bulling ar use eu de culpa na sen de,not_cyberbullying
translation happy face undecided uneasy hesitant aw,not_cyberbullying
police radio stop bullet make bully vest police radio,not_cyberbullying
bullying cho justo,not_cyberbullying
wish school easy half girl laughing big grin laugh glass,not_cyberbullying
wrong wait comeuppance,not_cyberbullying
would claim point tying shoe shirt buttoned,not_cyberbullying
love tweet whine want never woman hah hah,not_cyberbullying
yep also wrong let get away,not_cyberbullying
woman feel guilty scary true tech,not_cyberbullying
joke get condone violence full stop racism,not_cyberbullying
class cancel,not_cyberbullying
hope tony saved girl terrible cook,not_cyberbullying
hat blessed boring man planet earth,not_cyberbullying
get much maybe help u clarify,not_cyberbullying
raze black window chroma,not_cyberbullying
unique challenge uphold feminist ideal argument second language three men,not_cyberbullying
love life,not_cyberbullying
waiting sync bitch mac going blast beat,not_cyberbullying
swear god girl even understand rule football going see smiling face heart suit,not_cyberbullying
stick colorado real estate mind,not_cyberbullying
believe another nice expression would colin king,not_cyberbullying
para padre de familia inter el bullying sig,not_cyberbullying
ruined everything life move away,not_cyberbullying
stay get away ugh sore winner person person person person person,not_cyberbullying
come cooking ear good guy undecided uneasy hesitant,not_cyberbullying
um um bate pap bullying twit pic undecided uneasy hesitant via,not_cyberbullying
shoe sweater tonight house happy face,not_cyberbullying
video latest spin cycle bully ray undecided uneasy hesitant bit ly,not_cyberbullying
undecided uneasy hesitant sod,not_cyberbullying
think anyone know want mean still pretty young,not_cyberbullying
bullying need,not_cyberbullying
rio ped em para bullying po,not_cyberbullying
hey guy guy guy got something make giggle act undecided uneasy hesitant j,not_cyberbullying
settle mag building,not_cyberbullying
kat showdown sudden death could literal,not_cyberbullying
frown sad angry pouting undecided uneasy hesitant,not_cyberbullying
bus el bullying sea undecided uneasy hesitant,not_cyberbullying
oh need bullying,not_cyberbullying
seen year boy one week let u go,not_cyberbullying
ko think going easy mean people calling camp year,not_cyberbullying
university student made whole story undecided uneasy hesitant undecided uneasy hesitant,not_cyberbullying
going tagged photo hah,not_cyberbullying
ash camilla,not_cyberbullying
breaking great record sure impressive jerry graciousness,not_cyberbullying
exactly red democratic con federalism undecided uneasy hesitant w,not_cyberbullying
love coffee favorite brand coffee brew house looking new taste,not_cyberbullying
mind working gloomy day happy face,not_cyberbullying
care like,not_cyberbullying
think right murder anyone living asylum,not_cyberbullying
must say useless term dealing harassment block report tell,not_cyberbullying
car amba de ar tar me mo bullying,not_cyberbullying
bingo,not_cyberbullying
still team need island,not_cyberbullying
contestant annoying,not_cyberbullying
better go class today,not_cyberbullying
hah ma bully se ring bully aku,not_cyberbullying
hell thinking company name,not_cyberbullying
leader read code micro brain,not_cyberbullying
anyone fallen irony vortex life preserver,not_cyberbullying
worry one safe one,not_cyberbullying
bullying loir burr mero da dhu hud,not_cyberbullying
watching bully beat funny,not_cyberbullying
laying watching school daze,not_cyberbullying
two month whether red bully undecided uneasy hesitant bit ly,not_cyberbullying
need chill sometime soon everyone home college,not_cyberbullying
left army defense nation people stretch way blame u everything,not_cyberbullying
month lost team,not_cyberbullying
right call bully big lie undecided uneasy hesitant bop via,not_cyberbullying
ready run background music smiling face heart eye hand,not_cyberbullying
anyone else would least question say would look critique work,not_cyberbullying
team sudden death surprise although would nice kat,not_cyberbullying
let u go birthday,not_cyberbullying
getting home college frown sad angry pouting,not_cyberbullying
claim physically superior right,not_cyberbullying
fairy tale creature,not_cyberbullying
problem forced wear micro brain undecided uneasy hesitant,not_cyberbullying
love chestnut chi creamy caramel undecided uneasy hesitant pew,not_cyberbullying
hah alright thanks,not_cyberbullying
name misuse chief indigenous woman settler colonialism aura,not_cyberbullying
people mean try remember look way stand becoming bully,not_cyberbullying
se disc rim ex em purr ba se bra o per ten ce tam bullying,not_cyberbullying
still unsure really want feeling little pant money dude money frown sad angry pouting know frown sad angry pouting,not_cyberbullying
sport world,not_cyberbullying
announcement oh today,not_cyberbullying
rite,not_cyberbullying
tweet bullying tweet inspiration heart,not_cyberbullying
nice piece de see tweet beer tapping night next tue th great spread word,not_cyberbullying
need life musical note musical note,not_cyberbullying
wa solo en po bullying ti,not_cyberbullying
watch another round,not_cyberbullying
neither dealt,not_cyberbullying
know crack hah,not_cyberbullying
history murder undecided uneasy hesitant wi wo,not_cyberbullying
date yet,not_cyberbullying
people make fun people bully people medical problem even people without medical problem,not_cyberbullying
life khalifa orgy murder celebration killing gruesome way undecided uneasy hesitant,not_cyberbullying
keep wrong button,not_cyberbullying
absolute last day skirt laughing big grin laugh glass,not_cyberbullying
even ear ache,not_cyberbullying
school day marathon last night exhausted,not_cyberbullying
know put would spend second looking propaganda,not_cyberbullying
back may bee happy face,not_cyberbullying
like many need concept jihad,not_cyberbullying
feel one hell ride thanks inclusion crazy kat undecided uneasy hesitant rip,not_cyberbullying
bullying se undecided uneasy hesitant great dismay,not_cyberbullying
stopping short technical plagiarism since,not_cyberbullying
along side,not_cyberbullying
sup,not_cyberbullying
pick either green purple black going back school,not_cyberbullying
decent general fighting bad,not_cyberbullying
kat,not_cyberbullying
even school still get,not_cyberbullying
well score able contestant let inferior team sound fair really,not_cyberbullying
end watch,not_cyberbullying
talk random strange woman ever date like talk random strange men make friend,not_cyberbullying
went sleep woke took train got school happy face deserve medal,not_cyberbullying
time done sick,not_cyberbullying
kat worst sportsmanship genuinely hope well purely bitter,not_cyberbullying
kat mean,not_cyberbullying
think good night,not_cyberbullying
mao bullying,not_cyberbullying
see dae sh ko bane countryside,not_cyberbullying
winner melon st undecided uneasy hesitant great dismay,not_cyberbullying
look know anything waste time,not_cyberbullying
actually literally patience hey,not_cyberbullying
yeah hilarious woman contribution science stolen glad see humor,not_cyberbullying
bullying undecided uneasy hesitant ut via,not_cyberbullying
give shut,not_cyberbullying
think know mao face tear joy face tear joy undecided uneasy hesitant pi,not_cyberbullying
propaganda contra bullying bullying dar stud r,not_cyberbullying
fantasy think would knocking head together power bully pulpit expose bad faith,not_cyberbullying
oh god undecided uneasy hesitant undecided uneasy hesitant v roi,not_cyberbullying
yep,not_cyberbullying
mind perfectly,not_cyberbullying
lucky involved challenge would hate thought feeding child,not_cyberbullying
team look announce final score revealed different location watched,not_cyberbullying
feel like percentage people school fake,not_cyberbullying
get idea death fire,not_cyberbullying
love come spend time tonight miss school tomorrow,not_cyberbullying
support simply business produced,not_cyberbullying
watching,not_cyberbullying
yeah unlike tweet girl everything attention,not_cyberbullying
guess getting tattoo say starve bully feed soul wrist real one,not_cyberbullying
partner must patience saint,not_cyberbullying
flick,not_cyberbullying
bully stupid victim feeling frown sad angry pouting,not_cyberbullying
quiz lo e ten er tam poco te lo de te mere ce un bulling monumental di,not_cyberbullying
social justice warrior,not_cyberbullying
hart joke host sans pay video undecided uneasy hesitant,not_cyberbullying
algebra absolutely hate,not_cyberbullying
basically twist series annoying way extend season,not_cyberbullying
one woman date would national news,not_cyberbullying
might blame sly need check wait till team,not_cyberbullying
rock think want state,not_cyberbullying
see normal woman see threatening keep telling dude actually want listen,not_cyberbullying
make remember like remember,not_cyberbullying
micro brain avenge every life took away,not_cyberbullying
love wait reasoning,not_cyberbullying
judge parent feel sorry merely pointing physical confront,not_cyberbullying
